Vendedor,NroFactura,FechaFactura,Cliente,MontoSinImp,Impuestos,Costo,MontoFactura,Tipo,,,,
Carla,303,3/10/2014,Jota Cnia,225.6,59.96,102,285.56,Empresa,,,,
Luz,304,3/10/2014,"Smith, Jonathan",474.13,126.03,87,600.16,Persona,,,,
John,305,3/10/2014,Jota Cnia,481.78,128.06,85,609.84,Empresa,,,,
Penelope,306,3/10/2014,Dallas Producciones,396.7,105.45,88,502.15,Empresa,,,,
Carla,307,3/10/2014,Longview Cnia,774.28,205.82,100,980.1,Empresa,,,,
Laura,308,3/11/2014,"Miller, Seth",492.29,130.86,61,623.15,Persona,,,,
Maria,309,3/11/2014,Victoria Cnia,191.18,50.82,117,242,Empresa,,,,
Laura,310,3/11/2014,Falmouth Cnia,457.88,121.71,74,579.59,Empresa,,,,
John,311,3/11/2014,Semillas Santo Mongo,357.51,95.03,93,452.54,Empresa,,,,
Luz,312,3/11/2014,Lake Oswego Cnia,290.6,77.24,57,367.84,Empresa,,,,
Penelope,313,3/12/2014,"Diaz, Byron",758.03,201.5,104,959.53,Persona,,,,
Pedro,314,3/12/2014,Englewood Cnia,791.49,210.39,62,1001.88,Empresa,,,,
Alfonso,315,3/12/2014,"Anderson, Nicholas",447.37,118.91,98,566.28,Persona,,,,
Alfonso,316,3/12/2014,"Jackson, Noah",573.54,152.46,56,726,Persona,,,,
Luis,317,3/12/2014,Lake Oswego Cnia,493.25,131.11,74,624.36,Empresa,,,,
Luis,318,3/13/2014,"Pal, Ricardo",366.11,97.32,67,463.43,Persona,,,,
Pedro,319,3/13/2014,"Hernandez, Micheal",652.88,173.55,117,826.43,Persona,,,,
Luz,320,3/13/2014,"Sanchez, Ian",476.04,126.54,61,602.58,Persona,,,,
Luis,321,3/13/2014,Grupo 3 Estudio de Abogados,518.1,137.72,86,655.82,Empresa,,,,
Penelope,322,3/13/2014,"Davis, John",455.97,121.2,83,577.17,Persona,,,,
Laura,323,3/13/2014,Oregon Cnia,463.62,123.23,57,586.85,Empresa,,,,
Pedro,324,3/14/2014,"Richardson, Juan",604.13,160.59,94,764.72,Persona,,,,
Luis,325,3/14/2014,"Pal, Ricardo",144.35,38.36,120,182.71,Persona,,,,
Carla,326,3/15/2014,South Portland Cnia,724.58,192.6,102,917.18,Empresa,,,,
Juan,327,3/15/2014,"Reed, Richard",205.52,54.63,73,260.15,Persona,,,,
Alfonso,328,3/15/2014,"Perez, Jeremy",295.38,78.51,63,373.89,Persona,,,,
Carla,329,3/15/2014,Jota Cnia,838.33,222.84,115,1061.17,Empresa,,,,
Luz,330,3/15/2014,Fiorilo Transportes y Correo,289.64,76.99,79,366.63,Empresa,,,,
Penelope,331,3/16/2014,"Baileya, Angela",153.9,40.91,58,194.81,Persona,,,,
John,332,3/16/2014,"Arthur, Jermaine",436.85,116.12,69,552.97,Persona,,,,
Alfonso,333,3/16/2014,"Ortega, Marvin",675.83,179.64,108,855.47,Persona,,,,
Maria,334,3/16/2014,Greenville Cnia,706.42,187.77,66,894.19,Empresa,,,,
Alfonso,335,3/16/2014,Jota Cnia,136.7,36.33,75,173.03,Empresa,,,,
Carla,336,3/16/2014,"Johnson, Benjamin",554.43,147.37,70,701.8,Persona,,,,
Penelope,337,3/17/2014,Orlando Cnia,411.04,109.26,90,520.3,Empresa,,,,
Maria,338,3/17/2014,"Kumar, Kevin",645.24,171.51,105,816.75,Persona,,,,
Alfonso,339,3/17/2014,"Rodriguez, Thomas",194.05,51.58,119,245.63,Persona,,,,
John,340,3/18/2014,Oleagi Agropecuaria,819.21,217.76,117,1036.97,Empresa,,,,
Luz,341,3/18/2014,Buffalo Cnia,199.79,53.1,72,252.89,Empresa,,,,
Pedro,342,3/20/2014,"Griffin, Zachary",505.68,134.41,102,640.09,Persona,,,,
Laura,343,3/20/2014,Oregon Cnia,596.49,158.55,88,755.04,Empresa,,,,
Luz,344,3/20/2014,Leo Seguros,668.18,177.61,112,845.79,Empresa,,,,
Juan,345,3/20/2014,Oregon Cnia,762.81,202.77,116,965.58,Empresa,,,,
John,346,3/20/2014,"Lopez, Blake",188.32,50.05,110,238.37,Persona,,,,
Pedro,347,3/20/2014,"Hill, Lucas",169.2,44.97,64,214.17,Persona,,,,
Luis,348,3/20/2014,Rochester Cnia,316.41,84.1,55,400.51,Empresa,,,,
Carla,349,3/20/2014,"Edwards, Nathan",776.2,206.32,55,982.52,Persona,,,,
John,350,3/20/2014,"Lopez, Blake",293.47,78,58,371.47,Persona,,,,
Luis,351,3/21/2014,Canoga Parque,205.52,54.63,112,260.15,Empresa,,,,
Laura,352,3/21/2014,"Turner, Richard",416.78,110.78,80,527.56,Persona,,,,
Luis,353,3/21/2014,"Kumar, Kevin",779.06,207.09,106,986.15,Persona,,,,
Laura,354,3/21/2014,Paris Cnia,768.55,204.29,77,972.84,Empresa,,,,
Maria,355,3/21/2014,"Lewis, Charles",758.03,201.5,120,959.53,Persona,,,,
Luz,356,3/22/2014,"Adams, Fernando",159.64,42.43,78,202.07,Persona,,,,
Laura,357,3/22/2014,"Johnson, Dalton",123.32,32.77,71,156.09,Persona,,,,
Carla,358,3/23/2014,"Turner, Richard",216.04,57.42,98,273.46,Persona,,,,
Alfonso,359,3/24/2014,Orlando Cnia,317.36,84.36,83,401.72,Empresa,,,,
Penelope,360,3/24/2014,"Kumar, Kevin",677.74,180.15,99,857.89,Persona,,,,
Maria,361,3/24/2014,"Lopez, Blake",765.68,203.53,106,969.21,Persona,,,,
Maria,362,3/24/2014,Lancaster Vestimenta,433.98,115.36,103,549.34,Empresa,,,,
Laura,363,3/25/2014,"Ward, Jeremy",622.3,165.41,74,787.71,Persona,,,,
Laura,364,3/25/2014,"Zeng, Omar",257.14,68.35,87,325.49,Persona,,,,
Pedro,365,3/25/2014,"Mitchell, Connor",857.45,227.92,91,1085.37,Persona,,,,
Alfonso,366,3/25/2014,Oleagi Agropecuaria,243.76,64.79,75,308.55,Empresa,,,,
Laura,367,3/25/2014,"Richardson, Juan",474.13,126.03,68,600.16,Persona,,,,
Luis,368,3/25/2014,"Mitchell, Marcus",818.26,217.5,55,1035.76,Persona,,,,
John,369,3/26/2014,"Bebbington, Mark",761.86,202.51,95,964.37,Persona,,,,
Juan,370,3/26/2014,Orlando Cnia,829.73,220.55,115,1050.28,Empresa,,,,
Maria,371,3/26/2014,Coffs Harbour Cnia,594.57,158.05,63,752.62,Empresa,,,,
Laura,372,3/26/2014,Trenton Cnia,853.62,226.91,112,1080.53,Empresa,,,,
Alfonso,373,3/27/2014,Transportes Pampa,216.04,57.42,98,273.46,Empresa,,,,
John,374,3/27/2014,"Evans, Devin",734.14,195.14,103,929.28,Persona,,,,
Penelope,375,3/27/2014,Boulder Cnia,146.26,38.87,103,185.13,Empresa,,,,
Luz,376,3/27/2014,Victoria Cnia,299.2,79.53,111,378.73,Empresa,,,,
Luz,377,3/28/2014,Charles Cnia,266.7,70.89,81,337.59,Empresa,,,,
Maria,378,3/29/2014,"Kelly, Chase",496.12,131.87,93,627.99,Persona,,,,
Penelope,379,3/29/2014,"Ross, Christian",527.66,140.26,112,667.92,Persona,,,,
Carla,380,3/29/2014,"Torres, Isaiah",316.41,84.1,58,400.51,Persona,,,,
Penelope,381,3/30/2014,Madridia Cnia,289.64,76.99,71,366.63,Empresa,,,,
Carla,382,3/30/2014,"Evans, Noah",231.33,61.49,88,292.82,Persona,,,,
Pedro,383,3/30/2014,"Rodriguez, Thomas",579.28,153.98,101,733.26,Persona,,,,
Juan,384,3/30/2014,Dallas Producciones,194.05,51.58,55,245.63,Empresa,,,,
Luis,385,3/30/2014,"Rivera, Adrian",660.53,175.58,67,836.11,Persona,,,,
Luz,386,3/30/2014,"Coleman, James",326.92,86.9,70,413.82,Persona,,,,
Luis,387,3/30/2014,"Kelly, Chase",564.94,150.17,102,715.11,Persona,,,,
Maria,388,3/30/2014,"Coleman, James",715.02,190.06,102,905.08,Persona,,,,
Luis,389,3/30/2014,"Liu, Louis",122.36,32.52,58,154.88,Persona,,,,
Penelope,390,3/30/2014,"Gao, Ronnie",321.19,85.37,63,406.56,Persona,,,,
Alfonso,391,3/30/2014,South Portland Cnia,224.64,59.71,101,284.35,Empresa,,,,
Luz,392,3/31/2014,"Miller, Seth",347.95,92.49,111,440.44,Persona,,,,
Penelope,393,3/31/2014,"Smith, Julio",234.2,62.25,120,296.45,Persona,,,,
Penelope,394,3/31/2014,"Evans, Devin",844.06,224.37,100,1068.43,Persona,,,,
Alfonso,395,4/1/2014,"Sanchez, Eduardo",771.42,205.05,74,976.47,Persona,,,,
Juan,396,4/2/2014,Greenville Cnia,585.97,155.76,110,741.73,Empresa,,,,
Carla,397,4/2/2014,Jota Cnia,463.62,123.23,108,586.85,Empresa,,,,
Luz,398,4/2/2014,Canoga Parque,246.63,65.55,97,312.18,Empresa,,,,
Alfonso,399,4/2/2014,"Alonso, Julio",411.04,109.26,108,520.3,Persona,,,,
Luis,400,4/3/2014,"Liu, Louis",420.6,111.8,113,532.4,Persona,,,,
Pedro,401,4/3/2014,Paris Cnia,544.87,144.83,104,689.7,Empresa,,,,
Pedro,402,4/3/2014,"Hill, Lucas",802.96,213.44,102,1016.4,Persona,,,,
Laura,403,4/3/2014,"Edwards, Nathan",366.11,97.32,66,463.43,Persona,,,,
John,404,4/3/2014,"Bebbington, Mark",338.39,89.95,59,428.34,Persona,,,,
John,405,4/3/2014,"Adams, Wyatt",576.41,153.22,73,729.63,Persona,,,,
Carla,406,4/3/2014,"Martinez, Marco",492.29,130.86,88,623.15,Persona,,,,
Luis,407,4/4/2014,"Reed, Richard",436.85,116.12,120,552.97,Persona,,,,
Juan,408,4/4/2014,Greenville Cnia,443.54,117.9,77,561.44,Empresa,,,,
John,409,4/4/2014,"Diaz, Gabriel",800.09,212.68,63,1012.77,Persona,,,,
Maria,410,4/4/2014,"Gao, Ronnie",145.3,38.62,104,183.92,Persona,,,,
Pedro,411,4/4/2014,"Ross, Christian",508.54,135.18,113,643.72,Persona,,,,
Juan,412,4/4/2014,"Coleman, James",711.19,189.05,75,900.24,Persona,,,,
Luis,413,4/5/2014,"Morgan, Brian",428.25,113.83,63,542.08,Persona,,,,
Maria,414,4/5/2014,"Washington, Jose",261.92,69.62,112,331.54,Persona,,,,
Penelope,415,4/5/2014,"Rodolfo, Chavez",537.22,142.8,62,680.02,Persona,,,,
Carla,416,4/5/2014,Viga Ingenieros,659.58,175.32,95,834.9,Empresa,,,,
John,417,4/5/2014,"Ross, Christian",677.74,180.15,80,857.89,Persona,,,,
Carla,418,4/5/2014,"Bailey, Angel",213.17,56.66,119,269.83,Persona,,,,
Luz,419,4/5/2014,Viga Ingenieros,739.87,196.67,91,936.54,Empresa,,,,
Penelope,420,4/5/2014,"Lewis, Charles",513.32,136.45,103,649.77,Persona,,,,
Juan,421,4/5/2014,"Sanchez, Ian",253.32,67.33,68,320.65,Persona,,,,
Luis,422,4/6/2014,"Alonso, Julio",246.63,65.55,90,312.18,Persona,,,,
Luis,423,4/6/2014,Viga Ingenieros,132.88,35.31,109,168.19,Empresa,,,,
Alfonso,424,4/6/2014,Dallas Producciones,811.56,215.73,75,1027.29,Empresa,,,,
Penelope,425,4/6/2014,"Richardson, Juan",607,161.35,82,768.35,Persona,,,,
Luis,426,4/6/2014,Round Ventures,823.99,219.03,92,1043.02,Empresa,,,,
Maria,427,4/7/2014,Oleagi Agropecuaria,579.28,153.98,95,733.26,Empresa,,,,
Juan,428,4/7/2014,Viga Ingenieros,103.24,27.44,114,130.68,Empresa,,,,
Pedro,429,4/7/2014,Charleston Cnia,762.81,202.77,117,965.58,Empresa,,,,
Carla,430,4/7/2014,"Adams, Fernando",391.92,104.18,111,496.1,Persona,,,,
Laura,431,4/7/2014,"Johnson, Benjamin",650.02,172.78,103,822.8,Persona,,,,
Laura,432,4/8/2014,"Arthur, Jermaine",581.19,154.49,60,735.68,Persona,,,,
Juan,433,4/8/2014,Geelong Cnia,348.91,92.74,92,441.65,Empresa,,,,
Carla,434,4/8/2014,"Sanchez, Ian",803.92,213.69,77,1017.61,Persona,,,,
Penelope,435,4/8/2014,"Bryant, Seth",185.45,49.29,64,234.74,Persona,,,,
Penelope,436,4/9/2014,Trenton Cnia,742.74,197.43,119,940.17,Empresa,,,,
Maria,437,4/9/2014,"Adams, Fernando",552.52,146.86,56,699.38,Persona,,,,
Penelope,438,4/9/2014,"Garcia, James",622.3,165.41,107,787.71,Persona,,,,
Juan,439,4/9/2014,Lake Oswego Cnia,184.49,49.04,68,233.53,Empresa,,,,
Carla,440,4/9/2014,Englewood Cnia,747.52,198.7,117,946.22,Empresa,,,,
Carla,441,4/10/2014,"Zeng, Omar",508.54,135.18,107,643.72,Persona,,,,
Luis,442,4/10/2014,"Rodolfo, Chavez",150.08,39.89,89,189.97,Persona,,,,
Carla,443,4/10/2014,Semillas Santo Mongo,502.81,133.65,68,636.46,Empresa,,,,
John,444,4/10/2014,"Johnson, Austin",686.34,182.44,64,868.78,Persona,,,,
Luz,445,4/11/2014,"Bebbington, Mark",151.04,40.14,73,191.18,Persona,,,,
Penelope,446,4/12/2014,Orlando Cnia,790.53,210.14,69,1000.67,Empresa,,,,
Alfonso,447,4/12/2014,Longview Cnia,285.82,75.97,66,361.79,Empresa,,,,
Penelope,448,4/12/2014,Dallas Producciones,797.23,211.91,98,1009.14,Empresa,,,,
Alfonso,449,4/12/2014,"Adams, Wyatt",173.98,46.24,93,220.22,Persona,,,,
Luz,450,4/13/2014,Viga Ingenieros,486.56,129.33,112,615.89,Empresa,,,,
Maria,451,4/13/2014,"Kelly, Chase",742.74,197.43,69,940.17,Persona,,,,
John,452,4/13/2014,"Hernandez, Micheal",535.31,142.29,72,677.6,Persona,,,,
John,453,4/13/2014,"Anderson, Nicholas",150.08,39.89,80,189.97,Persona,,,,
John,454,4/13/2014,"Ortega, Marvin",336.48,89.44,89,425.92,Persona,,,,
Pedro,455,4/13/2014,"Zeng, Omar",636.63,169.23,82,805.86,Persona,,,,
Luz,456,4/13/2014,Greenville Cnia,142.43,37.86,107,180.29,Empresa,,,,
John,457,4/13/2014,"Johnson, Benjamin",566.85,150.68,103,717.53,Persona,,,,
Alfonso,458,4/14/2014,"Johnson, Austin",445.45,118.41,72,563.86,Persona,,,,
Luz,459,4/14/2014,Charleston Cnia,132.88,35.31,112,168.19,Empresa,,,,
Alfonso,460,4/14/2014,"Rodriguez, Thomas",98.46,26.17,59,124.63,Persona,,,,
John,461,4/15/2014,"Jackson, Nicholas",199.79,53.1,94,252.89,Persona,,,,
Pedro,462,4/15/2014,"Alonso, Julio",406.26,107.99,116,514.25,Persona,,,,
Alfonso,463,4/15/2014,"Bebbington, Mark",531.49,141.27,57,672.76,Persona,,,,
Luz,464,4/15/2014,Round Ventures,126.18,33.54,75,159.72,Empresa,,,,
Pedro,465,4/15/2014,Longview Cnia,383.32,101.89,89,485.21,Empresa,,,,
John,466,4/16/2014,"Gonzales, Caleb",698.77,185.74,66,884.51,Persona,,,,
Juan,467,4/16/2014,Semillas Santo Mongo,312.58,83.09,61,395.67,Empresa,,,,
Luis,468,4/16/2014,"Johnson, Dalton",100.37,26.68,68,127.05,Persona,,,,
Pedro,469,4/16/2014,Trenton Cnia,678.69,180.41,112,859.1,Empresa,,,,
Carla,470,4/16/2014,"Arthur, Jermaine",296.33,78.77,86,375.1,Persona,,,,
Laura,471,4/16/2014,"Morris, Timothy",847.89,225.38,63,1073.27,Persona,,,,
Alfonso,472,4/16/2014,"Johnson, Benjamin",754.21,200.48,89,954.69,Persona,,,,
Juan,473,4/17/2014,"Morris, Devin",189.27,50.31,108,239.58,Persona,,,,
Luis,474,4/17/2014,"Johnson, Austin",120.45,32.01,90,152.46,Persona,,,,
Juan,475,4/17/2014,Greenville Cnia,171.11,45.48,79,216.59,Empresa,,,,
Luz,476,4/17/2014,Boulder Cnia,720.75,191.59,112,912.34,Empresa,,,,
Alfonso,477,4/17/2014,Jota Cnia,736.05,195.65,118,931.7,Empresa,,,,
Alfonso,478,4/17/2014,"Mitchell, Connor",519.06,137.97,93,657.03,Persona,,,,
Pedro,479,4/18/2014,Lancaster Vestimenta,463.62,123.23,72,586.85,Empresa,,,,
Juan,480,4/18/2014,"Hernandez, Micheal",548.69,145.85,87,694.54,Persona,,,,
Juan,481,4/18/2014,"Smith, Julio",711.19,189.05,70,900.24,Persona,,,,
Pedro,482,4/18/2014,"Jackson, Noah",166.33,44.21,81,210.54,Persona,,,,
Luis,483,4/19/2014,Gold Coast Accesorios,223.69,59.45,68,283.14,Empresa,,,,
Maria,484,4/19/2014,"Davis, John",798.18,212.17,73,1010.35,Persona,,,,
John,485,4/19/2014,"Perez, Jeremy",559.21,148.64,56,707.85,Persona,,,,
Pedro,486,4/19/2014,Semillas Santo Mongo,606.05,161.09,115,767.14,Empresa,,,,
Luz,487,4/19/2014,"Mitchell, Connor",410.09,109,62,519.09,Persona,,,,
Pedro,488,4/19/2014,Jota Cnia,695.9,184.98,69,880.88,Empresa,,,,
John,489,4/19/2014,"Washington, Jack",772.37,205.31,101,977.68,Persona,,,,
John,490,4/20/2014,"Ward, Jeremy",138.61,36.84,118,175.45,Persona,,,,
Pedro,491,4/20/2014,"Sharma, Ethan",563.03,149.66,64,712.69,Persona,,,,
Pedro,492,4/20/2014,Englewood Cnia,314.5,83.59,80,398.09,Empresa,,,,
Carla,493,4/20/2014,Falmouth Cnia,755.17,200.73,116,955.9,Empresa,,,,
Luz,494,4/21/2014,Falmouth Cnia,160.6,42.68,111,203.28,Empresa,,,,
Maria,495,4/21/2014,"Rivera, Adrian",566.85,150.68,100,717.53,Persona,,,,
Luz,496,4/21/2014,"Gray, Isaiah",545.82,145.09,105,690.91,Persona,,,,
Maria,497,4/21/2014,"Rivera, Adrian",521.93,138.73,114,660.66,Persona,,,,
John,498,4/21/2014,"Ortega, Marvin",679.65,180.66,119,860.31,Persona,,,,
Maria,499,4/21/2014,South Portland Cnia,465.53,123.74,95,589.27,Empresa,,,,
Laura,500,4/21/2014,"Ross, Christian",755.17,200.73,69,955.9,Persona,,,,
Luz,501,4/22/2014,"Miller, Seth",343.17,91.22,61,434.39,Persona,,,,
Maria,502,4/22/2014,Lancaster Vestimenta,788.62,209.63,59,998.25,Empresa,,,,
John,503,4/22/2014,"Torres, Isaiah",563.03,149.66,109,712.69,Persona,,,,
Luz,504,4/22/2014,Wapato Cnia,691.12,183.71,69,874.83,Empresa,,,,
Juan,505,4/23/2014,Canoga Parque,634.72,168.72,99,803.44,Empresa,,,,
Maria,506,4/23/2014,Holyoke Producciones,681.56,181.17,84,862.73,Empresa,,,,
Pedro,507,4/23/2014,"Washington, Jack",791.49,210.39,58,1001.88,Persona,,,,
Laura,508,4/23/2014,Lake Oswego Cnia,290.6,77.24,78,367.84,Empresa,,,,
Juan,509,4/23/2014,"Washington, Jose",782.89,208.1,64,990.99,Persona,,,,
Pedro,510,4/23/2014,Congo Mongo Estudio,214.13,56.91,89,271.04,Empresa,,,,
Penelope,511,4/24/2014,"Rodriguez, Thomas",330.75,87.91,103,418.66,Persona,,,,
Juan,512,4/24/2014,"Gonzales, Caleb",276.26,73.43,66,349.69,Persona,,,,
Penelope,513,4/24/2014,Oregon Cnia,687.3,182.69,82,869.99,Empresa,,,,
Maria,514,4/24/2014,"Ortega, Marvin",411.04,109.26,97,520.3,Persona,,,,
Laura,515,4/25/2014,Trenton Cnia,725.53,192.86,97,918.39,Empresa,,,,
Carla,516,4/25/2014,Charles Cnia,809.65,215.22,62,1024.87,Empresa,,,,
Juan,517,4/25/2014,Congo Mongo Estudio,817.3,217.25,116,1034.55,Empresa,,,,
Carla,518,4/25/2014,"Bryant, Seth",711.19,189.05,65,900.24,Persona,,,,
Luis,519,4/25/2014,"Kumar, Leonard",422.51,112.31,61,534.82,Persona,,,,
Luz,520,4/25/2014,"Morris, Timothy",858.4,228.18,112,1086.58,Persona,,,,
Laura,521,4/25/2014,Greenville Cnia,693.99,184.47,119,878.46,Empresa,,,,
Luis,522,4/26/2014,"Washington, Jack",151.04,40.14,90,191.18,Persona,,,,
John,523,4/26/2014,"Ward, Jeremy",254.27,67.59,76,321.86,Persona,,,,
Luis,524,4/26/2014,"Lewis, Charles",588.84,156.52,100,745.36,Persona,,,,
Luis,525,4/26/2014,Orlando Cnia,406.26,107.99,66,514.25,Empresa,,,,
Luz,526,4/27/2014,"Miller, Seth",252.36,67.08,73,319.44,Persona,,,,
John,527,4/27/2014,"Rodolfo, Chavez",771.42,205.05,63,976.47,Persona,,,,
Pedro,528,4/27/2014,"Morris, Timothy",782.89,208.1,118,990.99,Persona,,,,
Carla,529,4/27/2014,"Reed, Richard",737,195.91,119,932.91,Persona,,,,
Pedro,530,4/27/2014,"Arthur, Jermaine",638.55,169.73,58,808.28,Persona,,,,
Luis,531,4/28/2014,"Mitchell, Connor",407.22,108.24,109,515.46,Persona,,,,
Alfonso,532,4/28/2014,Charleston Cnia,628.03,166.94,93,794.97,Empresa,,,,
Luz,533,4/28/2014,Congo Mongo Estudio,420.6,111.8,81,532.4,Empresa,,,,
Juan,534,4/28/2014,Lancaster Vestimenta,516.19,137.21,71,653.4,Empresa,,,,
Luz,535,4/28/2014,"Evans, Noah",785.75,208.87,90,994.62,Persona,,,,
Luis,536,4/28/2014,Viga Ingenieros,583.1,155,118,738.1,Empresa,,,,
Alfonso,537,4/28/2014,"Johnson, Austin",255.23,67.84,77,323.07,Persona,,,,
Juan,538,4/28/2014,"Mitchell, Marcus",358.47,95.28,109,453.75,Persona,,,,
Alfonso,539,4/29/2014,"Kumar, Leonard",785.75,208.87,104,994.62,Persona,,,,
Pedro,540,4/29/2014,"Anderson, Nicholas",163.46,43.45,71,206.91,Persona,,,,
Pedro,541,4/30/2014,Grupo Ases,230.38,61.23,112,291.61,Empresa,,,,
Juan,542,4/30/2014,"Johnson, Benjamin",554.43,147.37,116,701.8,Persona,,,,
John,543,4/30/2014,"Richardson, Juan",567.81,150.93,120,718.74,Persona,,,,
John,544,5/1/2014,Rochester Cnia,288.69,76.73,86,365.42,Empresa,,,,
Maria,545,5/1/2014,"Ross, Christian",183.54,48.78,108,232.32,Persona,,,,
Luis,546,5/1/2014,"Johnson, Dalton",463.62,123.23,55,586.85,Persona,,,,
Alfonso,547,5/1/2014,Buffalo Cnia,385.23,102.4,68,487.63,Empresa,,,,
Juan,548,5/1/2014,"Morgan, Brian",593.62,157.79,97,751.41,Persona,,,,
Penelope,549,5/1/2014,Round Ventures,505.68,134.41,59,640.09,Empresa,,,,
Penelope,550,5/2/2014,Round Ventures,532.44,141.53,86,673.97,Empresa,,,,
Juan,551,5/2/2014,Boulder Cnia,493.25,131.11,76,624.36,Empresa,,,,
Maria,552,5/2/2014,"Ramos, Dwayne",498.98,132.64,93,631.62,Persona,,,,
Penelope,553,5/2/2014,Rochester Cnia,663.4,176.34,119,839.74,Empresa,,,,
John,554,5/2/2014,Orlando Cnia,190.23,50.56,109,240.79,Empresa,,,,
John,555,5/2/2014,Kolkata Cnia,347,92.23,76,439.23,Empresa,,,,
Laura,556,5/3/2014,Congo Mongo Estudio,508.54,135.18,83,643.72,Empresa,,,,
Juan,557,5/3/2014,Lake Oswego Cnia,841.2,223.6,120,1064.8,Empresa,,,,
Maria,558,5/3/2014,"Torres, Isaiah",625.16,166.18,74,791.34,Persona,,,,
Pedro,559,5/3/2014,"Gao, Ronnie",275.3,73.18,101,348.48,Persona,,,,
Luz,560,5/3/2014,Sunbury Cnia,611.78,162.62,117,774.4,Empresa,,,,
Maria,561,5/3/2014,"Liu, Louis",312.58,83.09,64,395.67,Persona,,,,
Pedro,562,5/3/2014,Gold Coast Accesorios,368.03,97.82,84,465.85,Empresa,,,,
Carla,563,5/4/2014,Orlando Cnia,386.19,102.65,58,488.84,Empresa,,,,
Luis,564,5/4/2014,Canoga Parque,797.23,211.91,94,1009.14,Empresa,,,,
Pedro,565,5/5/2014,"Bailey, Angel",804.87,213.95,115,1018.82,Persona,,,,
John,566,5/5/2014,"Martinez, Marco",108.98,28.96,101,137.94,Persona,,,,
Pedro,567,5/5/2014,"Mitchell, Connor",327.88,87.15,99,415.03,Persona,,,,
Luz,568,5/6/2014,"Sharma, Ethan",310.67,82.58,83,393.25,Persona,,,,
Carla,569,5/6/2014,Paris Cnia,426.34,113.32,112,539.66,Empresa,,,,
Maria,570,5/8/2014,Corda Empresa de Correos,609.87,162.11,107,771.98,Empresa,,,,
Maria,571,5/8/2014,"Sanchez, Ian",152.95,40.65,100,193.6,Persona,,,,
Laura,572,5/8/2014,Semillas Santo Mongo,444.5,118.15,87,562.65,Empresa,,,,
Juan,573,5/9/2014,"Rodolfo, Chavez",804.87,213.95,104,1018.82,Persona,,,,
Carla,574,5/9/2014,"Evans, Devin",538.18,143.05,109,681.23,Persona,,,,
Carla,575,5/9/2014,"Martinez, Marco",697.81,185.49,104,883.3,Persona,,,,
Juan,576,5/9/2014,"Bryant, Seth",442.59,117.64,108,560.23,Persona,,,,
Maria,577,5/9/2014,Grupo Ases,170.16,45.22,60,215.38,Empresa,,,,
Laura,578,5/9/2014,"Evans, Noah",109.93,29.22,80,139.15,Persona,,,,
Penelope,579,5/9/2014,"Martinez, Marco",99.42,26.42,98,125.84,Persona,,,,
Luz,580,5/9/2014,"Kumar, Leonard",325.01,86.39,104,411.4,Persona,,,,
John,581,5/9/2014,"Perez, Jeremy",377.59,100.36,106,477.95,Persona,,,,
Luis,582,5/9/2014,"Alonso, Julio",774.28,205.82,88,980.1,Persona,,,,
Juan,583,5/10/2014,"Diaz, Byron",121.4,32.27,93,153.67,Persona,,,,
Carla,584,5/10/2014,Charles Cnia,130.96,34.81,120,165.77,Empresa,,,,
John,585,5/10/2014,Wapato Cnia,139.57,37.09,98,176.66,Empresa,,,,
Penelope,586,5/10/2014,"Baileya, Angela",216.99,57.68,114,274.67,Persona,,,,
Laura,587,5/10/2014,"Diaz, Gabriel",525.75,139.75,108,665.5,Persona,,,,
Laura,588,5/10/2014,"Adams, Fernando",347,92.23,55,439.23,Persona,,,,
Penelope,589,5/10/2014,"Washington, Jose",328.83,87.41,83,416.24,Persona,,,,
Juan,590,5/11/2014,"Davis, John",131.92,35.06,76,166.98,Persona,,,,
John,591,5/11/2014,Oleagi Agropecuaria,176.85,47,72,223.85,Empresa,,,,
Pedro,592,5/11/2014,"Torres, Isaiah",667.22,177.36,120,844.58,Persona,,,,
Juan,593,5/12/2014,"Washington, Jose",511.41,135.94,119,647.35,Persona,,,,
Laura,594,5/12/2014,Wapato Cnia,811.56,215.73,120,1027.29,Empresa,,,,
Pedro,595,5/12/2014,"Johnson, Benjamin",182.58,48.53,57,231.11,Persona,,,,
John,596,5/12/2014,"Johnson, Benjamin",96.55,25.66,98,122.21,Persona,,,,
Luz,597,5/13/2014,"Kumar, Leonard",558.25,148.39,101,706.64,Persona,,,,
Alfonso,598,5/13/2014,"Kelly, Chase",447.37,118.91,99,566.28,Persona,,,,
Carla,599,5/13/2014,"Griffin, Zachary",254.27,67.59,119,321.86,Persona,,,,
Alfonso,600,5/13/2014,"Lopez, Blake",788.62,209.63,96,998.25,Persona,,,,
Penelope,601,5/14/2014,Grupo 3 Estudio de Abogados,803.92,213.69,80,1017.61,Empresa,,,,
Penelope,602,5/14/2014,Jota Cnia,435.9,115.86,88,551.76,Empresa,,,,
Pedro,603,5/14/2014,"Diaz, Gabriel",154.86,41.16,117,196.02,Persona,,,,
John,604,5/14/2014,Greenville Cnia,250.45,66.57,91,317.02,Empresa,,,,
Penelope,605,5/14/2014,"Martinez, Marco",234.2,62.25,103,296.45,Persona,,,,
Laura,606,5/14/2014,"Ana, Maria",250.45,66.57,100,317.02,Persona,,,,
